Scenario,Files,Attributes,Policy,Setup Time (s),Keygen Time (s),Encrypt Time (s),Decrypt Time (s),MPK Size (Bytes),MSK Size (Bytes),SK Size (Bytes),CT Size (Bytes),Success Rate (%)
Fixed Files (10),10,8,L1: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L2: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L3: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L4: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L5: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L6: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L7: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L8: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L9: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L10: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8),0.015308380126953125,0.008628129959106445,0.004786276817321777,0.0012938261032104492,1704,480,900,12410,100.0
Fixed Files (10),10,10,L1: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L2: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L3: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L4: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L5: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L6: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L7: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L8: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L9: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L10: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10),0.015308380126953125,0.011267900466918945,0.004709625244140625,0.0014125585556030273,1704,480,1080,14420,100.0
Fixed Files (10),10,12,L1: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L2: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L3: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L4: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L5: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L6: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L7: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L8: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L9: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L10: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12),0.015308380126953125,0.012370824813842773,0.004852390289306641,0.001389312744140625,1704,480,1260,16440,100.0
Fixed Files (10),10,14,L1: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L2: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L3: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L4: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L5: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L6: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L7: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L8: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L9: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L10: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14),0.015308380126953125,0.01467132568359375,0.005051517486572265,0.0013827085494995117,1704,480,1440,18460,100.0
Fixed Files (12),12,2,L1: (attr1 AND attr2) OR L2: (attr1 AND attr2) OR L3: (attr1 AND attr2) OR L4: (attr1 AND attr2) OR L5: (attr1 AND attr2) OR L6: (attr1 AND attr2) OR L7: (attr1 AND attr2) OR L8: (attr1 AND attr2) OR L9: (attr1 AND attr2) OR L10: (attr1 AND attr2) OR L11: (attr1 AND attr2) OR L12: (attr1 AND attr2),0.015308380126953125,0.003526926040649414,0.004813392957051595,0.0013298193613688152,1704,480,360,7692,100.0
Fixed Files (12),12,4,L1: (attr1 AND attr2 AND attr3 AND attr4) OR L2: (attr1 AND attr2 AND attr3 AND attr4) OR L3: (attr1 AND attr2 AND attr3 AND attr4) OR L4: (attr1 AND attr2 AND attr3 AND attr4) OR L5: (attr1 AND attr2 AND attr3 AND attr4) OR L6: (attr1 AND attr2 AND attr3 AND attr4) OR L7: (attr1 AND attr2 AND attr3 AND attr4) OR L8: (attr1 AND attr2 AND attr3 AND attr4) OR L9: (attr1 AND attr2 AND attr3 AND attr4) OR L10: (attr1 AND attr2 AND attr3 AND attr4) OR L11: (attr1 AND attr2 AND attr3 AND attr4) OR L12: (attr1 AND attr2 AND attr3 AND attr4),0.015308380126953125,0.0052623748779296875,0.005133291085561116,0.001304904619852702,1704,480,540,10092,100.0
Fixed Files (12),12,6,L1: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L2: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L3: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L4: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L5: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L6: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L7: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L8: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L9: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L10: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L11: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L12: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6),0.015308380126953125,0.0075838565826416016,0.0047326286633809405,0.001318494478861491,1704,480,720,12492,100.0
Fixed Files (12),12,8,L1: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L2: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L3: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L4: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L5: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L6: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L7: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L8: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L9: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L10: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L11: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L12: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8),0.015308380126953125,0.008732080459594727,0.004709124565124512,0.0013103683789571126,1704,480,900,14892,100.0
Fixed Files (12),12,10,L1: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L2: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L3: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L4: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L5: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L6: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L7: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L8: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L9: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L10: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L11: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L12: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10),0.015308380126953125,0.011157035827636719,0.0048002203305562334,0.0013630390167236328,1704,480,1080,17304,100.0
Fixed Files (12),12,12,L1: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L2: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L3: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L4: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L5: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L6: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L7: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L8: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L9: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L10: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L11: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L12: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12),0.015308380126953125,0.012577056884765625,0.005017697811126709,0.0014448761940002441,1704,480,1260,19728,100.0
Fixed Files (12),12,14,L1: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L2: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L3: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L4: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L5: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L6: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L7: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L8: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L9: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L10: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L11: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L12: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14),0.015308380126953125,0.014222383499145508,0.004786153634389241,0.0013734300931294758,1704,480,1440,22152,100.0
Fixed Files (14),14,2,L1: (attr1 AND attr2) OR L2: (attr1 AND attr2) OR L3: (attr1 AND attr2) OR L4: (attr1 AND attr2) OR L5: (attr1 AND attr2) OR L6: (attr1 AND attr2) OR L7: (attr1 AND attr2) OR L8: (attr1 AND attr2) OR L9: (attr1 AND attr2) OR L10: (attr1 AND attr2) OR L11: (attr1 AND attr2) OR L12: (attr1 AND attr2) OR L13: (attr1 AND attr2) OR L14: (attr1 AND attr2),0.015308380126953125,0.0038726329803466797,0.004718354770115444,0.001300675528390067,1704,480,360,8974,100.0
Fixed Files (14),14,4,L1: (attr1 AND attr2 AND attr3 AND attr4) OR L2: (attr1 AND attr2 AND attr3 AND attr4) OR L3: (attr1 AND attr2 AND attr3 AND attr4) OR L4: (attr1 AND attr2 AND attr3 AND attr4) OR L5: (attr1 AND attr2 AND attr3 AND attr4) OR L6: (attr1 AND attr2 AND attr3 AND attr4) OR L7: (attr1 AND attr2 AND attr3 AND attr4) OR L8: (attr1 AND attr2 AND attr3 AND attr4) OR L9: (attr1 AND attr2 AND attr3 AND attr4) OR L10: (attr1 AND attr2 AND attr3 AND attr4) OR L11: (attr1 AND attr2 AND attr3 AND attr4) OR L12: (attr1 AND attr2 AND attr3 AND attr4) OR L13: (attr1 AND attr2 AND attr3 AND attr4) OR L14: (attr1 AND attr2 AND attr3 AND attr4),0.015308380126953125,0.005171775817871094,0.004847475460597447,0.001374772616795131,1704,480,540,11774,100.0
Fixed Files (14),14,6,L1: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L2: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L3: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L4: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L5: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L6: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L7: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L8: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L9: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L10: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L11: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L12: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L13: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6) OR L14: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6),0.015308380126953125,0.006917238235473633,0.004732387406485421,0.001306567873273577,1704,480,720,14574,100.0
Fixed Files (14),14,8,L1: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L2: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L3: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L4: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L5: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L6: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L7: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L8: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L9: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L10: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L11: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L12: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L13: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8) OR L14: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8),0.015308380126953125,0.009030342102050781,0.0047146422522408625,0.0013039793287004744,1704,480,900,17374,100.0
Fixed Files (14),14,10,L1: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L2: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L3: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L4: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L5: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L6: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L7: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L8: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L9: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L10: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L11: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L12: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L13: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10) OR L14: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10),0.015308380126953125,0.010740518569946289,0.004725796835763114,0.001333934920174735,1704,480,1080,20188,100.0
Fixed Files (14),14,12,L1: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L2: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L3: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L4: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L5: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L6: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L7: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L8: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L9: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L10: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L11: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L12: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L13: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12) OR L14: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12),0.015308380126953125,0.012555360794067383,0.005042978695460728,0.0013327768870762416,1704,480,1260,23016,100.0
Fixed Files (14),14,14,L1: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L2: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L3: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L4: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L5: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L6: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L7: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L8: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L9: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L10: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L11: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L12: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L13: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14) OR L14: (attr1 AND attr2 AND attr3 AND attr4 AND attr5 AND attr6 AND attr7 AND attr8 AND attr9 AND attr10 AND attr11 AND attr12 AND attr13 AND attr14),0.015308380126953125,0.014573335647583008,0.0050302233014787945,0.0013590199606759207,1704,480,1440,25844,100.0
