Files,Attributes,Policy,Setup Time (s),Keygen Time (s),Encrypt Time (s),Decrypt Time (s),MPK Size (Bytes),MSK Size (Bytes),SK Size (Bytes),CT Size (Bytes),Success Rate (%)
6,14,L1: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14) OR L2: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14) OR L3: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14) OR L4: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14) OR L5: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14) OR L6: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14),0.0024792466844831195,0.0028724840709141324,0.0017884174982706706,0.0006833871205647787,5376,840,2520,3510,100.0
8,2,L1: (attr1@AUTH1 AND attr2@AUTH2) OR L2: (attr1@AUTH1 AND attr2@AUTH2) OR L3: (attr1@AUTH1 AND attr2@AUTH2) OR L4: (attr1@AUTH1 AND attr2@AUTH2) OR L5: (attr1@AUTH1 AND attr2@AUTH2) OR L6: (attr1@AUTH1 AND attr2@AUTH2) OR L7: (attr1@AUTH1 AND attr2@AUTH2) OR L8: (attr1@AUTH1 AND attr2@AUTH2),0.0027164220809936523,0.00267636775970459,0.001970738172531128,0.0007391571998596191,768,120,360,3064,100.0
8,4,L1: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4) OR L2: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4) OR L3: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4) OR L4: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4) OR L5: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4) OR L6: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4) OR L7: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4) OR L8: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4),0.0035524964332580566,0.0030452609062194824,0.002184450626373291,0.0007749795913696289,1536,240,720,3320,100.0
8,6,L1: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6) OR L2: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6) OR L3: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6) OR L4: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6) OR L5: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6) OR L6: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6) OR L7: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6) OR L8: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6),0.002535223960876465,0.0028169949849446616,0.0018790066242218018,0.0006791353225708008,2304,360,1080,3576,100.0
8,8,L1: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8) OR L2: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8) OR L3: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8) OR L4: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8) OR L5: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8) OR L6: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8) OR L7: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8) OR L8: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8),0.002565711736679077,0.0029241740703582764,0.0019379854202270508,0.0007168352603912354,3072,480,1440,3832,100.0
8,10,L1: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10) OR L2: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10) OR L3: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10) OR L4: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10) OR L5: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10) OR L6: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10) OR L7: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10) OR L8: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10),0.0025594472885131837,0.002974128723144531,0.0019081830978393555,0.0006760656833648682,3840,600,1800,4104,100.0
8,12,L1: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12) OR L2: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12) OR L3: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12) OR L4: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12) OR L5: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12) OR L6: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12) OR L7: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12) OR L8: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12),0.0024879773457845054,0.002725025018056234,0.0019110441207885742,0.0006802976131439209,4608,720,2160,4392,100.0
8,14,L1: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14) OR L2: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14) OR L3: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14) OR L4: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14) OR L5: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14) OR L6: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14) OR L7: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14) OR L8: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14),0.0025595596858433317,0.002718755177089146,0.0019919276237487793,0.0007066428661346436,5376,840,2520,4680,100.0
8,16,L1: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14 AND attr15@AUTH15 AND attr16@AUTH16) OR L2: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14 AND attr15@AUTH15 AND attr16@AUTH16) OR L3: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14 AND attr15@AUTH15 AND attr16@AUTH16) OR L4: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14 AND attr15@AUTH15 AND attr16@AUTH16) OR L5: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14 AND attr15@AUTH15 AND attr16@AUTH16) OR L6: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14 AND attr15@AUTH15 AND attr16@AUTH16) OR L7: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14 AND attr15@AUTH15 AND attr16@AUTH16) OR L8: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10 AND attr11@AUTH11 AND attr12@AUTH12 AND attr13@AUTH13 AND attr14@AUTH14 AND attr15@AUTH15 AND attr16@AUTH16),0.002592906355857849,0.0027526766061782837,0.0018831491470336914,0.0007031857967376709,6144,960,2880,4968,100.0
10,2,L1: (attr1@AUTH1 AND attr2@AUTH2) OR L2: (attr1@AUTH1 AND attr2@AUTH2) OR L3: (attr1@AUTH1 AND attr2@AUTH2) OR L4: (attr1@AUTH1 AND attr2@AUTH2) OR L5: (attr1@AUTH1 AND attr2@AUTH2) OR L6: (attr1@AUTH1 AND attr2@AUTH2) OR L7: (attr1@AUTH1 AND attr2@AUTH2) OR L8: (attr1@AUTH1 AND attr2@AUTH2) OR L9: (attr1@AUTH1 AND attr2@AUTH2) OR L10: (attr1@AUTH1 AND attr2@AUTH2),0.002642512321472168,0.0026540756225585938,0.0018709182739257812,0.000668787956237793,768,120,360,3830,100.0
10,4,L1: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4) OR L2: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4) OR L3: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4) OR L4: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4) OR L5: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4) OR L6: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4) OR L7: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4) OR L8: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4) OR L9: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4) OR L10: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4),0.002650618553161621,0.0028079748153686523,0.0018697261810302734,0.0006772756576538086,1536,240,720,4150,100.0
10,6,L1: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6) OR L2: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6) OR L3: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6) OR L4: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6) OR L5: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6) OR L6: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6) OR L7: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6) OR L8: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6) OR L9: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6) OR L10: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6),0.002503673235575358,0.002710143725077311,0.0018004179000854492,0.0006976842880249024,2304,360,1080,4470,100.0
10,8,L1: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8) OR L2: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8) OR L3: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8) OR L4: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8) OR L5: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8) OR L6: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8) OR L7: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8) OR L8: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8) OR L9: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8) OR L10: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8),0.002502530813217163,0.0027085840702056885,0.001955556869506836,0.0007565736770629883,3072,480,1440,4790,100.0
10,10,L1: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10) OR L2: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10) OR L3: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10) OR L4: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10) OR L5: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10) OR L6: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10) OR L7: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10) OR L8: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10) OR L9: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10) OR L10: (attr1@AUTH1 AND attr2@AUTH2 AND attr3@AUTH3 AND attr4@AUTH4 AND attr5@AUTH5 AND attr6@AUTH6 AND attr7@AUTH7 AND attr8@AUTH8 AND attr9@AUTH9 AND attr10@AUTH10),0.002712726593017578,0.0029227018356323244,0.0020615816116333007,0.0006662368774414063,3840,600,1800,5130,100.0
